train_loss,train_loss_step,val/mse,val_loss,train_loss_epoch,epoch,step,timestamp,checkpoint_dir_name,should_checkpoint,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/train_loop_config/warmup_epochs,config/train_loop_config/ffn_num_layers,config/train_loop_config/depth,config/train_loop_config/ffn_hidden_dim,config/train_loop_config/batch_size,config/train_loop_config/dropout,config/train_loop_config/init_lr_ratio,config/train_loop_config/final_lr_ratio,config/train_loop_config/max_lr,config/train_loop_config/message_hidden_dim,logdir
0.02085677906870842,0.01977335661649704,0.05083423852920532,0.050834234803915024,0.02085677906870842,199,800,1768349731,checkpoint_000199,True,False,200,9b02db4d,2026-01-14_00-15-31,9.208539009094238,766.3746409416199,620751,gypsum-gpu181,10.100.31.81,766.3746409416199,200,50,2,4,600,128,0.4,0.38680438251474486,0.21711506882709483,0.0004910275507234434,1100,9b02db4d
0.013502920046448708,0.008886604569852352,0.04629682004451752,0.04629682004451752,0.013502920046448708,199,1600,1768351477,checkpoint_000199,True,False,200,10bb1ff7,2026-01-14_00-44-37,12.624098777770996,1904.1565182209015,645554,gypsum-gpu181,10.100.31.81,1904.1565182209015,200,3,2,2,1400,64,0.3,0.07068523003134888,0.011209522585777903,0.002707486139269477,2300,10bb1ff7
0.02110310085117817,0.006241161376237869,0.04880504682660103,0.04880505055189133,0.02110310085117817,86,696,1768350310,checkpoint_000086,True,False,87,80f1a7a2,2026-01-14_00-25-10,3.2596089839935303,551.0199484825134,652135,gypsum-gpu181,10.100.31.81,551.0199484825134,87,86,2,4,2000,64,0.2,0.4020431849331807,0.6303801815612602,0.0034431959924975364,900,80f1a7a2
0.005523947533220053,0.005593673326075077,0.03466487303376198,0.03466487303376198,0.005523947533220053,171,2752,1768352259,checkpoint_000171,True,False,172,a960912b,2026-01-14_00-57-39,9.803937435150146,1911.1646914482117,668150,gypsum-gpu181,10.100.31.81,1911.1646914482117,172,38,2,4,2300,32,0.1,0.011627283085174672,0.49201634210439465,0.004146096370159047,2000,a960912b
0.015365885570645332,0.018863879144191742,0.044632066041231155,0.044632066041231155,0.015365885570645332,185,372,1768352302,checkpoint_000185,True,False,186,582faa8b,2026-01-14_00-58-23,2.551023483276367,791.5230178833008,690697,gypsum-gpu181,10.100.31.81,791.5230178833008,186,42,2,6,1800,256,0.0,0.6402844912019816,0.022480653045296686,0.0006133113864228081,400,582faa8b
0.009191400371491909,0.009994206950068474,0.06755541265010834,0.06755541265010834,0.009191400371491909,107,864,1768353052,checkpoint_000107,True,False,108,dd01d1db,2026-01-14_01-10-52,6.963291168212891,757.1582999229431,715744,gypsum-gpu181,10.100.31.81,757.1582999229431,108,19,1,3,600,64,0.0,0.1277605906233864,0.12435847096952482,0.00039956190086643976,2300,dd01d1db
0.01050563808530569,0.010573452338576317,0.050933051854372025,0.050933048129081726,0.01050563808530569,199,3200,1768353019,checkpoint_000199,True,False,200,9c35fbc5,2026-01-14_01-10-19,2.759488582611084,696.1455845832825,717050,gypsum-gpu181,10.100.31.81,696.1455845832825,200,37,1,5,2200,32,0.4,0.05678693896039821,0.015646923793365165,0.002097525369866808,500,9c35fbc5
0.007598822936415672,0.004221158102154732,0.0555322989821434,0.0555323027074337,0.007598822936415672,199,1600,1768353658,checkpoint_000199,True,False,200,18f55e83,2026-01-14_01-20-58,2.3879263401031494,613.504891872406,750979,gypsum-gpu181,10.100.31.81,613.504891872406,200,96,1,4,500,64,0.0,0.1720704297876481,0.27698392227486124,0.0003753968318214543,600,18f55e83
0.007294098846614361,0.00803366955369711,0.05400112643837929,0.054001130163669586,0.007294098846614361,199,400,1768354594,checkpoint_000199,True,False,200,ec7d8892,2026-01-14_01-36-34,8.72796630859375,1515.9636425971985,751819,gypsum-gpu181,10.100.31.81,1515.9636425971985,200,10,2,4,1400,256,0.0,0.37118128910202886,0.03767812674208911,0.000443240141834771,2000,ec7d8892
0.001391227706335485,0.0010776054114103317,0.042045049369335175,0.04204504191875458,0.001391227706335485,125,2016,1768354626,checkpoint_000125,True,False,126,2d959318,2026-01-14_01-37-06,3.6171817779541016,938.0368866920471,779566,gypsum-gpu181,10.100.31.81,938.0368866920471,126,55,2,6,2100,32,0.0,0.14290101860287793,0.44832854436499076,0.008942243948162065,1000,2d959318
