train_loss,train_loss_step,val/mse,val_loss,train_loss_epoch,epoch,step,timestamp,checkpoint_dir_name,should_checkpoint,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/train_loop_config/init_lr_ratio,config/train_loop_config/dropout,config/train_loop_config/max_lr,config/train_loop_config/warmup_epochs,config/train_loop_config/ffn_hidden_dim,config/train_loop_config/batch_size,config/train_loop_config/depth,config/train_loop_config/ffn_num_layers,config/train_loop_config/final_lr_ratio,config/train_loop_config/message_hidden_dim,logdir
0.01134565006941557,0.013478819280862808,0.20173701643943787,0.20173701643943787,0.01134565006941557,199,5400,1763174517,checkpoint_000199,True,False,200,1d040d27,2025-11-15_02-41-57,11.849121332168579,2051.731160879135,726266,gypsum-gpu162,10.100.31.62,2051.731160879135,200,0.03899161745429787,0.2,0.000889685203838667,58,1500,128,5,1,0.4823307731469042,2000,1d040d27
0.00982834491878748,0.010102802887558937,0.2158147245645523,0.2158147245645523,0.00982834491878748,131,6996,1763173728,checkpoint_000131,True,False,132,ed64ae89,2025-11-15_02-28-49,10.360328435897827,1214.9141592979431,728162,gypsum-gpu162,10.100.31.62,1214.9141592979431,132,0.02376605132997447,0.15000000000000002,0.0021177681384471334,7,900,64,5,1,0.020617943933616777,1900,ed64ae89
0.11190889775753021,0.11548282206058502,0.2060393989086151,0.2060393989086151,0.11190889775753021,62,882,1763174579,checkpoint_000062,True,False,63,68212654,2025-11-15_02-42-59,13.871441841125488,815.014536857605,763466,gypsum-gpu162,10.100.31.62,815.014536857605,63,0.7551338232782625,0.35000000000000003,0.0002843031285297491,41,1800,256,3,2,0.010229952030915476,2200,68212654
0.010779112577438354,0.010694492608308792,0.17310570180416107,0.17310570180416107,0.010779112577438354,105,22260,1763175894,checkpoint_000105,True,False,106,e5e8c717,2025-11-15_03-04-55,11.671150207519531,1332.5497424602509,778996,gypsum-gpu162,10.100.31.62,1332.5497424602509,106,0.04525293981105904,0.0,0.0006255037625662616,59,2300,16,5,2,0.6563220156038582,900,e5e8c717
0.004135714378207922,0.004299606196582317,0.1893138438463211,0.1893138438463211,0.004135714378207922,199,10600,1763175832,checkpoint_000199,True,False,200,f7de9ea7,2025-11-15_03-03-52,5.065428972244263,1213.225573539734,780107,gypsum-gpu162,10.100.31.62,1213.225573539734,200,0.06518109753209103,0.0,0.00044321563823392746,87,1800,64,3,2,0.010506319435427817,800,f7de9ea7
0.03057117387652397,0.01857592910528183,0.18280281126499176,0.18280281126499176,0.03057117387652397,199,10600,1763177070,checkpoint_000199,True,False,200,484385b9,2025-11-15_03-24-30,4.619333744049072,1180.6787912845612,823787,gypsum-gpu162,10.100.31.62,1180.6787912845612,200,0.15721355409273213,0.0,0.00014844209921492194,84,1300,64,3,2,0.11501378139544864,800,484385b9
0.009151501581072807,0.010432679206132889,0.20557615160942078,0.20557615160942078,0.009151501581072807,199,5400,1763178248,checkpoint_000199,True,False,200,0e153e39,2025-11-15_03-44-08,17.627098560333252,2297.4808809757233,825063,gypsum-gpu162,10.100.31.62,2297.4808809757233,200,0.17223313498593049,0.2,0.0007191552824599561,19,2200,128,6,1,0.8884460682405527,2000,0e153e39
0.05692416429519653,0.027782469987869263,0.18497440218925476,0.18497440218925476,0.05692416429519653,199,2800,1763178256,checkpoint_000199,True,False,200,0bcdc1ae,2025-11-15_03-44-16,5.612614154815674,1140.2063972949982,864842,gypsum-gpu162,10.100.31.62,1140.2063972949982,200,0.5420693592244334,0.4,0.0031103359632101836,69,1300,256,4,1,0.11680412247306278,1100,0bcdc1ae
0.018201585859060287,0.014885001815855503,0.18133486807346344,0.18133486807346344,0.018201585859060287,199,10600,1763179553,checkpoint_000199,True,False,200,308c8917,2025-11-15_04-05-53,7.872696399688721,1258.279331445694,901202,gypsum-gpu162,10.100.31.62,1258.279331445694,200,0.062115646489145894,0.2,0.0004182362644762536,82,800,64,4,2,0.2712352200101254,1300,308c8917
0.04796721413731575,0.028323471546173096,0.18560530245304108,0.18560530245304108,0.04796721413731575,199,10600,1763179186,checkpoint_000199,True,False,200,f473aa90,2025-11-15_03-59-46,3.887559413909912,870.3831024169922,901376,gypsum-gpu162,10.100.31.62,870.3831024169922,200,0.012717146167328426,0.0,0.0003888911056222462,23,1500,64,3,1,0.05542035340736248,400,f473aa90
